C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_41_996.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_41_996.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_41_996.jpg,0,0,0,2.123523E-06
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_42_133.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_42_133.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_42_133.jpg,0,0,0,1.018456E-05
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_42_272.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_42_272.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_42_272.jpg,0,0,0,1.046008E-05
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_42_413.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_42_413.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_42_413.jpg,0,0,0,2.042323E-05
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_42_554.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_42_554.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_42_554.jpg,0,0,0,1.942714E-05
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_42_695.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_42_695.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_42_695.jpg,0,0,0,1.171471E-05
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_42_834.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_42_834.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_42_834.jpg,0,0,0,1.254324E-05
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_42_975.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_42_975.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_42_975.jpg,0,0,0,1.973282E-05
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_43_118.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_43_118.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_43_118.jpg,0,0.4226403,0,0.692982
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_43_280.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_43_280.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_43_280.jpg,0,0.9171174,0,2.637054
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_43_394.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_43_394.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_43_394.jpg,0,1,0,3.815206
C:\Users\pc1\Desktop\training data\IMG\center_2019_12_30_09_30_43_536.jpg,C:\Users\pc1\Desktop\training data\IMG\left_2019_12_30_09_30_43_536.jpg,C:\Users\pc1\Desktop\training data\IMG\right_2019_12_30_09_30_43_536.jpg,0,1,0,5.447544
